,R_INH,S_INH,R_EMB,S_EMB,R_RIF,S_RIF,R_PZA,S_PZA,R_Multi,S_Multi
188,ERR2513829,ERR2514746,ERR2514240,ERR2514225,ERR2516129,ERR2513962,ERR2516008,ERR2513719,ERR2515614,ERR2512579
189,ERR2512718,ERR2514936,ERR2513954,ERR2513586,ERR2510838,ERR2514963,ERR2515974,ERR2514932,ERR2515724,ERR2514396
190,ERR2513835,ERR2513457,ERR2514412,ERR2514620,ERR2510832,ERR2513719,ERR2515265,ERR2513186,ERR2515249,ERR2513339
191,ERR2513401,ERR2514066,ERR2512882,ERR2514309,ERR2510674,ERR2514932,ERR2515455,ERR2513760,ERR2515163,ERR2512466
192,ERR2512993,ERR2512435,ERR2513872,ERR2514975,ERR2510676,ERR2513186,ERR2515293,ERR2515049,ERR2515554,ERR2514697
193,ERR2514609,ERR2514600,ERR2515040,ERR2514921,ERR2510833,ERR2513760,ERR2515740,ERR2513698,ERR2515933,ERR2512711
194,ERR2514867,ERR2513074,ERR2514887,ERR2514828,ERR2510695,ERR2515049,ERR2515751,ERR2514890,ERR2515410,ERR2513452
195,ERR2513770,ERR2514208,ERR2515042,ERR2514180,ERR2510678,ERR2513698,ERR2515622,ERR2512654,ERR2515798,ERR2513765
196,ERR2510189,ERR2514520,ERR2514422,ERR2514144,ERR2510834,ERR2514890,ERR2515461,ERR2513341,ERR2516057,ERR2514023
197,ERR2510204,ERR2513677,ERR2513656,ERR2513993,ERR2510715,ERR2512654,ERR2515160,ERR2514225,ERR2515182,ERR2513161
198,ERR2510200,ERR2513651,ERR2513221,ERR2514229,ERR2510839,ERR2513341,ERR2516026,ERR2513586,ERR2515735,ERR2513556
199,ERR2510173,ERR2512579,ERR2512467,ERR2513096,ERR2510843,ERR2514225,ERR2515261,ERR2514620,ERR2515758,ERR2514480
200,ERR2510138,ERR2514396,ERR2514395,ERR2514236,ERR2510845,ERR2513586,ERR2516050,ERR2514309,ERR2515577,ERR2514900
201,ERR2510177,ERR2513339,ERR2512975,ERR2513422,ERR2510329,ERR2514620,ERR2515731,ERR2514975,ERR2516091,ERR2513077
202,ERR2510237,ERR2512466,ERR2513831,ERR2513893,ERR2510840,ERR2514309,ERR2515264,ERR2514921,ERR2515466,ERR2514946
203,ERR2510211,ERR2514697,ERR2514633,ERR2513022,ERR2510848,ERR2514975,ERR2515185,ERR2514828,None,ERR2514804
204,ERR2510216,ERR2513034,ERR2514487,ERR2513513,ERR2510842,ERR2514921,ERR2515400,ERR2514180,None,ERR2515000
205,ERR2510242,ERR2512711,ERR2510137,ERR2514746,ERR2510844,ERR2514828,ERR2515687,ERR2513993,None,ERR2513891
206,ERR2510203,ERR2513452,ERR2510171,ERR2514936,ERR2510690,ERR2514180,ERR2515409,ERR2514229,None,ERR2514044
207,ERR2510230,ERR2513765,ERR2510202,ERR2513457,ERR2510702,ERR2514144,ERR2516138,ERR2513096,None,ERR2514177
208,ERR2510240,ERR2514023,ERR2510197,ERR2514066,ERR2510703,ERR2513993,ERR2516135,ERR2514236,None,ERR2514113
209,ERR2510166,ERR2513161,ERR2516192,ERR2512435,ERR2510849,ERR2514229,ERR2516136,ERR2513422,None,ERR2514554
210,ERR2510129,ERR2513556,ERR2513742,ERR2514600,ERR2510846,ERR2513096,ERR2516161,ERR2513893,None,ERR2513492
211,ERR2510163,ERR2514480,ERR2513240,ERR2513074,ERR2510852,ERR2514236,ERR2510832,ERR2513022,None,ERR2512385
212,ERR2510213,ERR2514900,ERR2513436,ERR2514208,ERR2510853,ERR2513422,ERR2510674,ERR2513513,None,ERR2514872
213,ERR2510185,ERR2513077,ERR2514646,ERR2514520,ERR2510856,ERR2513893,ERR2510676,ERR2514746,None,ERR2514359
214,ERR2510210,ERR2514946,ERR2513950,ERR2513677,ERR2510857,ERR2513022,ERR2510695,ERR2514936,None,ERR2514072
215,ERR2510179,ERR2514804,ERR2514075,ERR2513651,ERR2510709,ERR2513513,ERR2510678,ERR2513457,None,ERR2514473
216,ERR2510191,ERR2515000,ERR2513850,ERR2512579,ERR2510723,ERR2514746,ERR2510715,ERR2514066,None,ERR2514704
217,ERR2510175,ERR2513891,ERR2514760,ERR2514396,ERR2510682,ERR2514936,ERR2510655,ERR2512435,None,ERR2514680
218,ERR2510162,ERR2514044,ERR2514503,ERR2513339,ERR2510862,ERR2513457,ERR2510841,ERR2514600,None,ERR2514323
219,ERR2510209,ERR2514177,ERR2513994,ERR2512466,ERR2510863,ERR2514066,ERR2510845,ERR2513074,None,ERR2514818
220,ERR2510181,ERR2514113,ERR2514106,ERR2514697,ERR2510864,ERR2512435,ERR2510329,ERR2514208,None,ERR2515086
221,ERR2510174,ERR2514554,ERR2513165,ERR2513034,ERR2510867,ERR2514600,ERR2510848,ERR2514520,None,ERR2515030
222,ERR2510142,ERR2513492,ERR2199847,ERR2512711,ERR2510869,ERR2513074,ERR2510827,ERR2513677,None,ERR2512387
223,ERR2510199,ERR2512385,ERR2041696,ERR2513452,ERR2510851,ERR2514208,ERR2510844,ERR2513651,None,ERR2514701
224,ERR2510155,ERR2514872,ERR2041698,ERR2513765,ERR2510859,ERR2514520,ERR2510690,ERR2512579,None,ERR2514684
225,ERR2510227,ERR2514359,ERR2041709,ERR2514023,ERR2510872,ERR2513677,ERR2510702,ERR2514396,None,ERR2513058
226,ERR2510147,ERR2514072,ERR2041712,ERR2513161,ERR2510878,ERR2513651,ERR2510703,ERR2513339,None,ERR2514195
227,ERR2510193,ERR2514473,ERR2199914,ERR2513556,ERR2510686,ERR2512579,ERR2510653,ERR2512466,None,ERR2513350
228,ERR2510235,ERR2514704,ERR2041717,ERR2514480,ERR2510666,ERR2514396,ERR2510846,ERR2514697,None,ERR2512388
229,ERR2510149,ERR2514680,ERR2041718,ERR2514900,ERR2510669,ERR2513339,ERR2510852,ERR2512711,None,ERR2513368
230,ERR2510130,ERR2514323,ERR2041719,ERR2513077,ERR2510730,ERR2512466,ERR2510853,ERR2513452,None,ERR2514549
231,ERR2510139,ERR2514818,ERR2041720,ERR2514946,ERR2510734,ERR2514697,ERR2510855,ERR2513765,None,ERR2514122
232,ERR2510132,ERR2515086,ERR2041721,ERR2514804,ERR2510850,ERR2513034,ERR2510709,ERR2514023,None,ERR2513952
233,ERR2510156,ERR2514220,ERR2041722,ERR2515000,ERR2510735,ERR2512711,ERR2510723,ERR2513161,None,ERR2512389
234,ERR2510223,ERR2512386,ERR2041723,ERR2513891,ERR2510881,ERR2513452,ERR2510682,ERR2513556,None,ERR2514280
235,ERR2510218,ERR2515030,ERR2041724,ERR2514044,ERR2510704,ERR2513765,ERR2510862,ERR2514480,None,ERR2513620
236,ERR2510133,ERR2512387,ERR2041727,ERR2514177,ERR2510705,ERR2514023,ERR2510863,ERR2514900,None,ERR2513212
237,ERR2510192,ERR2514701,ERR2041728,ERR2514113,ERR2510707,ERR2513161,ERR2510864,ERR2513077,None,ERR2514461
238,ERR2510215,ERR2514684,ERR2041729,ERR2514554,ERR2510660,ERR2513556,ERR2510865,ERR2514946,None,ERR2513749
239,ERR2510146,ERR2513058,ERR2041730,ERR2513492,ERR2510459,ERR2514480,ERR2510867,ERR2514804,None,ERR2514020
240,ERR2510188,ERR2514195,ERR2041731,ERR2512385,ERR2510663,ERR2514900,ERR2510696,ERR2515000,None,ERR2514716
241,ERR2510224,ERR2513350,ERR2041732,ERR2514872,ERR2510668,ERR2513077,ERR2510851,ERR2513891,None,ERR2512390
242,ERR2510134,ERR2512388,ERR2041733,ERR2514359,ERR2510710,ERR2514946,ERR2510872,ERR2514044,None,ERR2514145
243,ERR2510194,ERR2513368,ERR2041734,ERR2514072,ERR2510670,ERR2514804,ERR2510876,ERR2514177,None,ERR2514058
244,ERR2510180,ERR2514549,ERR2041735,ERR2514473,ERR2510671,ERR2515000,ERR2510878,ERR2514113,None,ERR2513822
245,ERR2510205,ERR2514122,ERR2041736,ERR2514704,ERR2510673,ERR2513891,ERR2510686,ERR2514554,None,ERR2512534
246,ERR2510198,ERR2513952,ERR2041739,ERR2514680,ERR2510882,ERR2514044,ERR2510666,ERR2513492,None,ERR2512666
247,ERR2510154,ERR2512389,ERR2200070,ERR2514323,ERR2510711,ERR2514177,ERR2510667,ERR2512385,None,ERR2514971
248,ERR2510131,ERR2514280,ERR2041742,ERR2514818,ERR2510713,ERR2514113,ERR2510669,ERR2514872,None,ERR2514770
249,ERR2510167,ERR2513620,ERR2041743,ERR2515086,ERR2510714,ERR2514554,ERR2510730,ERR2514359,None,ERR2514143
250,ERR2510164,ERR2513212,ERR2041744,ERR2514220,ERR2510716,ERR2513492,ERR2510734,ERR2514072,None,ERR2514186
251,ERR2510144,ERR2514461,ERR2041745,ERR2515030,ERR2510717,ERR2512385,ERR2510850,ERR2514473,None,ERR2513799
252,ERR2510168,ERR2513749,ERR2041746,ERR2512387,ERR2510719,ERR2514872,ERR2510880,ERR2514704,None,ERR2514527
253,ERR2510241,ERR2514020,ERR2041747,ERR2514701,ERR2510721,ERR2514359,ERR2510735,ERR2514680,None,ERR2515012
254,ERR2510234,ERR2514716,ERR2041748,ERR2514684,ERR2510683,ERR2514072,ERR2510657,ERR2514323,None,ERR2514312
255,ERR2510208,ERR2512390,ERR2041749,ERR2513058,ERR2510254,ERR2514473,ERR2510704,ERR2514818,None,ERR2512438
256,ERR2510136,ERR2514145,ERR2041750,ERR2514195,ERR2510279,ERR2514704,ERR2510706,ERR2515086,None,ERR2514719
257,ERR2510153,ERR2514058,ERR2041751,ERR2513350,ERR2510684,ERR2514680,ERR2510707,ERR2514220,None,ERR2515015
258,ERR2510236,ERR2513822,ERR2041752,ERR2512388,ERR2510685,ERR2514323,ERR2510708,ERR2512386,None,ERR2512392
259,ERR2510161,ERR2512534,ERR2041753,ERR2513368,ERR2510725,ERR2514818,ERR2510658,ERR2515030,None,ERR2514371
260,ERR2510135,ERR2512666,ERR2041754,ERR2514549,ERR2510510,ERR2515086,ERR2510660,ERR2512387,None,ERR2512793
261,ERR2510238,ERR2514971,ERR2041755,ERR2514122,ERR2510726,ERR2512386,ERR2510459,ERR2514701,None,ERR2512393
262,ERR2510170,ERR2514770,ERR2200092,ERR2513952,ERR2510689,ERR2515030,ERR2510663,ERR2514684,None,ERR2512394
263,ERR2510222,ERR2514143,ERR2041756,ERR2512389,ERR2510733,ERR2512387,ERR2510668,ERR2513058,None,ERR2514000
264,ERR2510207,ERR2514186,ERR2041757,ERR2514280,ERR2510692,ERR2514701,ERR2510710,ERR2514195,None,ERR2514349
265,ERR2510190,ERR2513799,ERR2041758,ERR2513620,ERR2510693,ERR2514684,ERR2510670,ERR2513350,None,ERR2512784
266,ERR2510159,ERR2514527,ERR2041759,ERR2513212,ERR2510694,ERR2513058,ERR2510671,ERR2512388,None,ERR2514882
267,ERR2510225,ERR2515012,ERR2200093,ERR2514461,ERR2510360,ERR2514195,ERR2510673,ERR2513368,None,ERR2512891
268,ERR2510217,ERR2514312,ERR2041760,ERR2513749,ERR2510729,ERR2513350,ERR2510882,ERR2514549,None,ERR2515054
269,ERR2510196,ERR2512438,ERR2041761,ERR2514020,ERR2510654,ERR2512388,ERR2510711,ERR2514122,None,ERR2512583
270,ERR2510219,ERR2514719,ERR2041762,ERR2514716,ERR2515436,ERR2513368,ERR2510712,ERR2513952,None,ERR2512920
271,ERR2510140,ERR2515015,ERR2041763,ERR2512390,ERR2515950,ERR2514549,ERR2510713,ERR2512389,None,ERR2513466
272,ERR2510187,ERR2512392,ERR2041764,ERR2514145,ERR2515247,ERR2514122,ERR2510714,ERR2514280,None,ERR2514616
273,ERR2510160,ERR2514371,ERR2041765,ERR2514058,ERR2515777,ERR2513952,ERR2510716,ERR2513620,None,ERR2514835
274,ERR2510221,ERR2512793,ERR2041766,ERR2513822,ERR2515936,ERR2512389,ERR2510717,ERR2513212,None,ERR2513102
275,ERR2510152,ERR2512393,ERR2041767,ERR2512534,ERR2515648,ERR2514280,ERR2510719,ERR2514461,None,ERR2514407
276,ERR2510232,ERR2512394,ERR2041768,ERR2512666,ERR2515348,ERR2513620,ERR2510720,ERR2513749,None,ERR2512539
277,ERR2510165,ERR2514000,ERR2041769,ERR2514971,ERR2515982,ERR2513212,ERR2510680,ERR2514020,None,ERR2513370
278,ERR2510148,ERR2514349,ERR2041770,ERR2514770,ERR2515131,ERR2514461,ERR2510254,ERR2514716,None,ERR2513374
279,ERR2516196,ERR2512784,ERR2041771,ERR2514143,ERR2515917,ERR2513749,ERR2510279,ERR2512390,None,ERR2513479
280,ERR2516243,ERR2514882,ERR2041772,ERR2514186,ERR2515962,ERR2514020,ERR2510685,ERR2514145,None,ERR2512771
281,ERR2516188,ERR2512891,ERR2041773,ERR2513544,ERR2515643,ERR2514716,ERR2510510,ERR2514058,None,ERR2513083
282,ERR2516199,ERR2515054,ERR2041774,ERR2513799,ERR2516067,ERR2512390,ERR2510726,ERR2513822,None,ERR2514905
283,ERR2516220,ERR2512583,ERR2041775,ERR2514527,ERR2515342,ERR2514145,ERR2510689,ERR2512534,None,ERR2512395
284,ERR2516214,ERR2512920,ERR2041776,ERR2515012,ERR2515542,ERR2514058,ERR2510733,ERR2512666,None,ERR2514187
285,ERR2512606,ERR2513466,ERR2041777,ERR2514312,ERR2515376,ERR2513822,ERR2510692,ERR2514971,None,ERR2514856
286,ERR2514424,ERR2514616,ERR2041780,ERR2512438,ERR2515948,ERR2512534,ERR2510727,ERR2514770,None,ERR2512396
287,ERR2514340,ERR2514835,ERR2041781,ERR2514719,ERR2515573,ERR2512666,ERR2510360,ERR2514143,None,ERR2513751
288,ERR2513408,ERR2513102,ERR2041782,ERR2515015,ERR2516025,ERR2514971,ERR2510729,ERR2514186,None,ERR2514610
289,ERR2513488,ERR2514407,ERR2041783,ERR2512391,ERR2515995,ERR2514770,ERR2510654,ERR2513544,None,ERR2514884
290,ERR2514053,ERR2512539,ERR2041784,ERR2512392,ERR2515684,ERR2514143,ERR2510826,ERR2513799,None,ERR2514391
291,ERR2512821,ERR2513370,ERR2041785,ERR2514371,ERR2515228,ERR2514186,ERR2510742,ERR2514527,None,ERR2513996
292,ERR2512700,ERR2513374,ERR2041786,ERR2512793,ERR2515112,ERR2513544,ERR2515202,ERR2515012,None,ERR2514166
293,ERR2513789,ERR2513479,ERR2041787,ERR2512393,ERR2515567,ERR2513799,ERR2515130,ERR2514312,None,ERR2514032
294,ERR2514947,ERR2512771,ERR2041788,ERR2512394,ERR2515304,ERR2514527,ERR2515247,ERR2512438,None,ERR2514339
295,ERR2513852,ERR2513083,ERR1768638,ERR2514000,ERR2516024,ERR2515012,ERR2515205,ERR2514719,None,ERR2513214
296,ERR2513710,ERR2514905,ERR2041789,ERR2514349,ERR2515252,ERR2514312,ERR2515445,ERR2515015,None,ERR2514496
297,ERR2514929,ERR2512395,ERR2041794,ERR2512784,ERR2515488,ERR2512438,ERR2515777,ERR2512391,None,ERR2512448
298,ERR2512544,ERR2514187,ERR2041795,ERR2514882,ERR2515165,ERR2514719,ERR2515506,ERR2512392,None,ERR2513057
299,ERR2513056,ERR2514856,ERR2041796,ERR2512891,ERR2516049,ERR2515015,ERR2515982,ERR2514371,None,ERR2512665
300,ERR2514288,ERR2512396,ERR2200148,ERR2515054,ERR2515978,ERR2512391,ERR2515407,ERR2512793,None,ERR2513548
301,ERR2514381,ERR2513751,ERR2041803,ERR2512583,ERR2515949,ERR2512392,ERR2515131,ERR2512393,None,ERR2515053
302,ERR2514063,ERR2514610,ERR2041804,ERR2512920,ERR2515650,ERR2514371,ERR2515643,ERR2512394,None,ERR2513506
303,ERR2513631,ERR2514884,ERR2041805,ERR2513466,ERR2515390,ERR2512793,ERR2515552,ERR2514000,None,ERR2512562
304,ERR2514550,ERR2514391,ERR2515195,ERR2514616,ERR2516031,ERR2512393,ERR2515342,ERR2514349,None,ERR2513721
305,ERR2513126,ERR2513996,ERR2515242,ERR2514835,ERR2516069,ERR2512394,ERR2515542,ERR2512784,None,ERR2512397
306,ERR2514757,ERR2514166,ERR2516043,ERR2513102,ERR2515682,ERR2514000,ERR2515948,ERR2514882,None,ERR2514569
307,ERR2514240,ERR2514032,ERR2516078,ERR2514407,ERR2515997,ERR2514349,ERR2515301,ERR2512891,None,ERR2513917
308,ERR2513954,ERR2514339,ERR2515474,ERR2512539,ERR2515934,ERR2512784,ERR2516025,ERR2515054,None,ERR2513158
309,ERR2512882,ERR2513214,ERR2515387,ERR2513370,ERR2515486,ERR2514882,ERR2515995,ERR2512583,None,ERR2512917
310,ERR2513872,ERR2514496,ERR2515465,ERR2513374,ERR2515310,ERR2512891,ERR2515356,ERR2512920,None,ERR2513696
311,ERR2514887,ERR2512448,ERR2515637,ERR2513479,ERR2515614,ERR2515054,ERR2515246,ERR2513466,None,ERR2514402
312,ERR2515042,ERR2513057,ERR2516070,ERR2512771,ERR2515724,ERR2512583,ERR2515612,ERR2514616,None,ERR2512985
313,ERR2514422,ERR2512665,ERR2515713,ERR2513083,ERR2515249,ERR2512920,ERR2515294,ERR2514835,None,ERR2514542
314,ERR2513656,ERR2513548,ERR2516006,ERR2514905,ERR2515163,ERR2513466,ERR2515371,ERR2513102,None,ERR2512809
315,ERR2513221,ERR2515053,ERR2516047,ERR2512395,ERR2515346,ERR2514616,ERR2515684,ERR2514407,None,ERR2512398
316,ERR2512467,ERR2513506,ERR2515532,ERR2514187,ERR2515554,ERR2514835,ERR2515228,ERR2512539,None,ERR2512476
317,ERR2514395,ERR2512562,ERR2516008,ERR2514856,ERR2515933,ERR2513102,ERR2515112,ERR2513370,None,ERR2513455
318,ERR2512975,ERR2513721,ERR2515265,ERR2512396,ERR2515749,ERR2514407,ERR2515583,ERR2513374,None,ERR2515080
319,ERR2513831,ERR2512397,ERR2515881,ERR2513751,ERR2515109,ERR2512539,ERR2515567,ERR2513479,None,ERR2514512
320,ERR2514633,ERR2514569,ERR2515293,ERR2514610,ERR2515410,ERR2513370,ERR2515252,ERR2512771,None,ERR2514337
321,ERR2514487,ERR2513917,ERR2515740,ERR2514884,ERR2515798,ERR2513374,ERR2515488,ERR2513083,None,ERR2512901
322,ERR2510171,ERR2513158,ERR2515727,ERR2514391,ERR2516057,ERR2513479,ERR2515606,ERR2514905,None,ERR2513468
323,ERR2510202,ERR2512917,ERR2515353,ERR2513996,ERR2516063,ERR2512771,ERR2515345,ERR2512395,None,ERR2512399
324,ERR2516192,ERR2513696,ERR2515622,ERR2514166,ERR2515182,ERR2513083,ERR2515664,ERR2514187,None,ERR2513515
325,ERR2514974,ERR2514402,ERR2515245,ERR2514032,ERR2515754,ERR2514905,ERR2515390,ERR2514856,None,ERR2513358
326,ERR2514451,ERR2512985,ERR2515677,ERR2514339,ERR2515591,ERR2512395,ERR2516031,ERR2512396,None,ERR2513693
327,ERR2514848,ERR2514542,ERR2515255,ERR2513214,ERR2515213,ERR2514187,ERR2515903,ERR2513751,None,ERR2512593
328,ERR2513742,ERR2512809,ERR2515264,ERR2514496,ERR2515802,ERR2514856,ERR2515952,ERR2514610,None,ERR2514922
329,ERR2514088,ERR2512398,ERR2516074,ERR2512448,ERR2515361,ERR2512396,ERR2515423,ERR2514884,None,ERR2514378
330,ERR2514157,ERR2512476,ERR2515956,ERR2513057,ERR2515990,ERR2513751,ERR2516069,ERR2514391,None,ERR2513355
331,ERR2514120,ERR2513455,ERR2515409,ERR2512665,ERR2515810,ERR2514610,ERR2515147,ERR2513996,None,ERR2512980
332,ERR2513240,ERR2515080,ERR2515262,ERR2513232,ERR2515541,ERR2514884,ERR2515682,ERR2514166,None,ERR2512813
333,ERR2513436,ERR2514512,ERR2516152,ERR2513548,ERR2515590,ERR2514391,ERR2515997,ERR2514032,None,ERR2515061
334,ERR2514580,ERR2512839,ERR2516160,ERR2515053,ERR2515173,ERR2513996,ERR2515759,ERR2514339,None,ERR2512400
335,ERR2512841,ERR2514337,ERR2516143,ERR2513506,ERR2515864,ERR2514166,ERR2515486,ERR2513214,None,ERR2512713
336,ERR2514646,ERR2512901,ERR2516111,ERR2512562,ERR2515544,ERR2514032,ERR2515310,ERR2514496,None,ERR2512401
337,ERR2513343,ERR2513468,ERR2516125,ERR2513721,ERR2515920,ERR2514339,ERR2515614,ERR2512448,None,ERR2512807
338,ERR2512541,ERR2512399,ERR2516138,ERR2512397,ERR2515794,ERR2513214,ERR2515615,ERR2513057,None,ERR2513781
339,ERR2513999,ERR2513515,ERR2516136,ERR2514569,ERR2515660,ERR2514496,ERR2515724,ERR2512665,None,ERR2514115
340,ERR2514142,ERR2513358,ERR2516161,ERR2513917,ERR2515996,ERR2512448,ERR2515249,ERR2513232,None,ERR2514999
341,ERR2513961,ERR2513693,ERR2516123,ERR2513158,ERR2515528,ERR2513057,ERR2515163,ERR2513548,None,ERR2512569
342,ERR2513950,ERR2512593,ERR2516129,ERR2512917,ERR2515776,ERR2512665,ERR2515554,ERR2515053,None,ERR2515023
343,ERR2514075,ERR2514922,ERR2515907,ERR2513696,ERR2515833,ERR2513232,ERR2515933,ERR2513506,None,ERR2512461
344,ERR2513850,ERR2514378,ERR2510838,ERR2514402,ERR2515910,ERR2513548,ERR2515705,ERR2512562,None,ERR2514598
345,ERR2514558,ERR2513355,ERR2510832,ERR2512985,ERR2515546,ERR2515053,ERR2515227,ERR2513721,None,ERR2515028
346,ERR2514291,ERR2512980,ERR2510674,ERR2514542,ERR2515588,ERR2513506,ERR2515410,ERR2512397,None,ERR2514501
347,ERR2514760,ERR2512813,ERR2510675,ERR2512809,ERR2516005,ERR2512562,ERR2515798,ERR2514569,None,ERR2513685
348,ERR2513160,ERR2515061,ERR2510676,ERR2512398,ERR2515797,ERR2513721,ERR2516057,ERR2513917,None,ERR2514594
349,ERR2514503,ERR2512400,ERR2510677,ERR2512476,ERR2515867,ERR2512397,ERR2515210,ERR2513158,None,ERR2513437
350,ERR2514200,ERR2512713,ERR2510833,ERR2513455,ERR2515658,ERR2514569,ERR2515182,ERR2512917,None,ERR2512462
351,ERR2513994,ERR2512401,ERR2510695,ERR2515080,ERR2515286,ERR2513917,ERR2515735,ERR2513696,None,ERR2512928
352,ERR2514106,ERR2512807,ERR2510678,ERR2514512,ERR2515839,ERR2513158,ERR2515758,ERR2514402,None,ERR2513036
353,ERR2512812,ERR2513781,ERR2510834,ERR2512839,ERR2515475,ERR2512917,ERR2515577,ERR2512985,None,ERR2513524
354,ERR2513165,ERR2514115,ERR2510715,ERR2514337,ERR2515667,ERR2513696,ERR2516091,ERR2514542,None,ERR2514065
355,ERR2514679,ERR2514999,ERR2510839,ERR2512901,ERR2515479,ERR2514402,ERR2515466,ERR2512809,None,ERR2514783
356,ERR2199841,ERR2512569,ERR2510655,ERR2513085,ERR2516023,ERR2512985,None,ERR2512398,None,ERR2513928
357,ERR2199859,ERR2515023,ERR2510841,ERR2513468,ERR2515135,ERR2514542,None,ERR2512476,None,ERR2513008
358,ERR2199893,ERR2512461,ERR2510843,ERR2512399,ERR2515636,ERR2512809,None,ERR2513455,None,ERR2513934
359,ERR2199897,ERR2514598,ERR2510845,ERR2513515,ERR2515924,ERR2512398,None,ERR2515080,None,ERR2514930
360,ERR2041696,ERR2515028,ERR2510329,ERR2513358,ERR2516045,ERR2512476,None,ERR2514512,None,ERR2512776
361,ERR2041698,ERR2514501,ERR2510840,ERR2513693,ERR2515519,ERR2513455,None,ERR2514337,None,ERR2512611
362,ERR2041709,ERR2513685,ERR2510848,ERR2512593,ERR2515597,ERR2515080,None,ERR2512901,None,ERR2514976
363,ERR2041712,ERR2514594,ERR2510842,ERR2514922,ERR2515826,ERR2514512,None,ERR2513085,None,ERR2512910
364,ERR2199914,ERR2513437,ERR2510827,ERR2514378,ERR2516064,ERR2512839,None,ERR2513468,None,ERR2512403
365,ERR2041717,ERR2512462,ERR2510844,ERR2513355,ERR2515419,ERR2514337,None,ERR2512399,None,ERR2512782
366,ERR2041718,ERR2512928,ERR2510690,ERR2512980,ERR2515199,ERR2512901,None,ERR2513515,None,ERR2512933
367,ERR2041719,ERR2513036,ERR2510702,ERR2512813,ERR2515560,ERR2513085,None,ERR2513358,None,ERR2512404
368,ERR2041720,ERR2513524,ERR2510847,ERR2515061,ERR2515965,ERR2513468,None,ERR2513693,None,ERR2514007
369,ERR2041721,ERR2514065,ERR2510703,ERR2512400,ERR2515344,ERR2512399,None,ERR2512593,None,ERR2512405
370,ERR2041722,ERR2514783,ERR2510849,ERR2512713,ERR2515756,ERR2513515,None,ERR2514922,None,ERR2513097
371,ERR2041723,ERR2513928,ERR2510653,ERR2512401,ERR2515159,ERR2513358,None,ERR2514378,None,ERR2512458
372,ERR2041724,ERR2513008,ERR2510846,ERR2512402,ERR2515322,ERR2513693,None,ERR2513355,None,ERR2514964
373,ERR2041727,ERR2513934,ERR2510852,ERR2512807,ERR2515589,ERR2512593,None,ERR2512980,None,ERR2513974
374,ERR2041728,ERR2514930,ERR2510853,ERR2512585,ERR2516055,ERR2514922,None,ERR2512813,None,ERR2512588
375,ERR2041729,ERR2512776,ERR2510854,ERR2513781,ERR2515640,ERR2514378,None,ERR2515061,None,ERR2513166
376,ERR2041730,ERR2512611,ERR2510855,ERR2514115,ERR2515739,ERR2513355,None,ERR2512400,None,ERR2514437
377,ERR2041731,ERR2514976,ERR2510856,ERR2514999,ERR2515594,ERR2512980,None,ERR2512713,None,ERR2513435
378,ERR2041732,ERR2512910,ERR2510857,ERR2512569,ERR2515609,ERR2512813,None,ERR2512401,None,ERR2513540
379,ERR2041733,ERR2512403,ERR2510858,ERR2515023,ERR2515319,ERR2515061,None,ERR2512402,None,ERR2514033
380,ERR2041734,ERR2512782,ERR2510709,ERR2512461,ERR2515473,ERR2512400,None,ERR2512807,None,ERR2514367
381,ERR2041735,ERR2512933,ERR2510723,ERR2514598,ERR2515898,ERR2512713,None,ERR2512585,None,ERR2512879
382,ERR2041736,ERR2512404,ERR2510682,ERR2515028,ERR2515411,ERR2512401,None,ERR2513781,None,ERR2513870
383,ERR2041739,ERR2514007,ERR2510862,ERR2514501,ERR2515743,ERR2512402,None,ERR2514115,None,ERR2514376
384,ERR2200070,ERR2512405,ERR2510863,ERR2513685,ERR2515331,ERR2512807,None,ERR2514999,None,ERR2514459
385,ERR2200071,ERR2513097,ERR2510864,ERR2514594,ERR2515926,ERR2512585,None,ERR2512569,None,ERR2512551
386,ERR2041742,ERR2512458,ERR2510865,ERR2513437,ERR2515584,ERR2513781,None,ERR2515023,None,ERR2513695
387,ERR2041743,ERR2514964,ERR2510866,ERR2512462,ERR2515835,ERR2514115,None,ERR2512461,None,ERR2515056
388,ERR2041744,ERR2513974,ERR2510867,ERR2512928,ERR2515405,ERR2514999,None,ERR2514598,None,ERR2513956
389,ERR2041745,ERR2512588,ERR2510868,ERR2513036,ERR2515725,ERR2512569,None,ERR2515028,None,ERR2514201
390,ERR2041746,ERR2513166,ERR2510869,ERR2513524,ERR2516066,ERR2515023,None,ERR2514501,None,ERR2513499
391,ERR2041747,ERR2514437,ERR2510696,ERR2514065,ERR2515719,ERR2512461,None,ERR2513685,None,ERR2514387
392,ERR2041748,ERR2513435,ERR2510851,ERR2514783,ERR2515386,ERR2514598,None,ERR2514594,None,ERR2512406
393,ERR2041749,ERR2513540,ERR2510859,ERR2513928,ERR2515152,ERR2515028,None,ERR2513437,None,ERR2514242
394,ERR2041750,ERR2514033,ERR2510872,ERR2513008,ERR2515514,ERR2514501,None,ERR2512462,None,ERR2513627
395,ERR2041751,ERR2514367,ERR2510824,ERR2513934,ERR2515872,ERR2513685,None,ERR2512928,None,ERR2513294
396,ERR2041752,ERR2512879,ERR2510874,ERR2514930,ERR2515425,ERR2514594,None,ERR2513036,None,ERR2513888
397,ERR2041753,ERR2513870,ERR2510875,ERR2512776,ERR2515175,ERR2513437,None,ERR2513524,None,ERR2512423
